delivery_id,delivery_partner,package_type,vehicle_type,delivery_mode,region,weather_condition,distance_km,package_weight_kg,delayed,delivery_status,delivery_rating,delivery_cost,actual_delivery_hours,expected_delivery_hours,delivery_delay_hours
19978,dhl,cosmetics,van,two day,east,foggy,293.3,2.98,no,delivered,5,1475.44,9.0,16.0,-7.0
19979,shadowfax,documents,van,same day,west,rainy,189.2,27.98,no,delivered,3,1129.94,7.0,8.0,-1.0
19980,dhl,cosmetics,ev van,standard,west,rainy,109.8,19.98,no,delivered,4,608.94,6.0,24.0,-18.0
19981,dhl,electronics,bike,standard,south,clear,98.9,39.62,no,delivered,5,613.36,5.0,24.0,-19.0
19982,ekart,cosmetics,truck,same day,north,stormy,85.3,49.52,no,delivered,4,675.69,7.0,8.0,-1.0
19983,fedex,fragile items,bike,same day,east,rainy,25.6,29.6,no,delivered,5,316.8,5.0,8.0,-3.0
19984,dhl,electronics,truck,two day,west,hot,32.1,21.08,no,delivered,4,223.74,3.0,16.0,-13.0
19985,shadowfax,cosmetics,ev bike,standard,north,rainy,219.5,25.26,no,delivered,5,1173.28,8.0,24.0,-16.0
19986,dhl,cosmetics,bike,express,west,rainy,167.3,24.42,yes,delayed,2,959.76,8.0,5.0,3.0
19987,fedex,furniture,van,standard,east,cold,39.6,36.74,no,delivered,5,308.22,3.0,24.0,-21.0
19988,blue dart,pharmacy,scooter,two day,south,clear,121.4,0.67,no,delivered,4,608.41,6.0,16.0,-10.0
19989,dhl,electronics,van,express,east,clear,71.0,41.32,yes,delayed,3,528.96,3.0,3.0,0.0
19990,dhl,automobile parts,van,express,east,stormy,126.5,24.45,yes,delayed,3,755.85,9.0,4.0,5.0
19991,ecom express,automobile parts,van,same day,west,clear,187.5,25.68,no,delivered,3,1114.54,5.0,8.0,-3.0
19992,fedex,cosmetics,truck,standard,north,cold,37.9,41.72,no,delivered,3,314.66,3.0,24.0,-21.0
19993,delhivery,electronics,scooter,two day,central,foggy,216.0,1.67,no,delivered,4,1085.01,6.0,16.0,-10.0
19994,ekart,groceries,ev van,express,south,rainy,12.7,46.18,yes,failed,2,252.04,6.0,2.0,4.0
19995,xpressbees,fragile items,ev van,same day,central,rainy,4.2,3.18,no,delivered,5,130.54,2.0,8.0,-6.0
19996,blue dart,cosmetics,van,same day,north,stormy,254.3,20.37,yes,delayed,2,1432.61,13.0,8.0,5.0
19997,blue dart,automobile parts,ev van,same day,south,foggy,214.1,45.84,no,delivered,5,1308.02,7.0,8.0,-1.0
19998,dhl,pharmacy,scooter,standard,south,clear,26.1,45.25,no,delivered,4,266.25,2.0,24.0,-22.0
19999,dhl,cosmetics,scooter,standard,north,clear,19.2,15.95,no,delivered,4,143.85,2.0,24.0,-22.0
20000,fedex,groceries,scooter,two day,north,stormy,248.6,3.53,no,delivered,4,1253.59,13.0,16.0,-3.0
20001,delhivery,fragile items,ev bike,two day,north,clear,27.9,30.35,no,delivered,4,230.55,3.0,16.0,-13.0
20002,xpressbees,furniture,bike,express,central,stormy,223.5,36.66,yes,delayed,2,1277.48,11.0,6.0,5.0
20003,blue dart,fragile items,scooter,standard,north,cold,187.6,45.27,no,delivered,5,1073.81,8.0,24.0,-16.0
20004,xpressbees,clothing,bike,same day,west,stormy,252.5,1.94,yes,failed,1,1368.32,12.0,8.0,4.0
20005,shadowfax,documents,van,two day,north,hot,136.5,14.86,no,delivered,3,727.08,2.0,16.0,-14.0
20006,blue dart,electronics,scooter,standard,central,foggy,173.8,40.03,no,delivered,3,989.09,6.0,24.0,-18.0
20007,fedex,cosmetics,ev bike,standard,south,rainy,42.2,40.03,no,delivered,5,331.09,3.0,24.0,-21.0
20008,delhivery,cosmetics,ev bike,express,central,foggy,265.5,28.98,yes,delayed,2,1464.44,11.0,7.0,4.0
20009,xpressbees,documents,ev van,same day,east,stormy,108.8,3.31,yes,delayed,3,653.93,9.0,8.0,1.0
20010,ekart,groceries,van,express,east,cold,68.8,29.42,yes,delayed,3,482.26,3.0,3.0,0.0
20011,dhl,pharmacy,truck,express,east,foggy,9.9,41.29,yes,delayed,3,223.37,2.0,2.0,0.0
20012,blue dart,cosmetics,ev van,express,west,clear,136.5,1.23,yes,delayed,3,736.19,5.0,4.0,1.0
20013,dhl,documents,ev bike,two day,south,stormy,3.6,10.76,no,delivered,4,95.6674,3.0,16.0,-13.0
20014,dhl,furniture,ev van,express,east,foggy,185.7,42.47,yes,delayed,2,1105.91,9.0,5.0,4.0
20015,ekart,clothing,ev van,standard,south,cold,221.8,11.87,no,delivered,4,1144.61,6.0,24.0,-18.0
20016,ecom express,fragile items,bike,same day,west,foggy,34.5,3.09,no,delivered,4,281.77,3.0,8.0,-5.0
20017,ekart,fragile items,scooter,express,central,stormy,140.3,36.01,yes,delayed,2,859.53,9.0,4.0,5.0
20018,blue dart,cosmetics,ev bike,express,east,hot,138.6,38.78,yes,delayed,2,859.34,6.0,4.0,2.0
20019,fedex,fragile items,bike,two day,west,stormy,41.8,20.1,no,delivered,5,269.3,7.0,16.0,-9.0
20020,ekart,cosmetics,bike,standard,west,foggy,153.4,36.12,no,delivered,5,875.36,4.0,24.0,-20.0
20021,fedex,fragile items,bike,standard,east,foggy,197.9,28.66,no,delivered,3,1075.48,9.0,24.0,-15.0
20022,xpressbees,groceries,bike,standard,south,clear,211.3,12.47,no,delivered,4,1093.91,4.0,24.0,-20.0
20023,delhivery,clothing,truck,two day,central,rainy,39.4,20.92,no,delivered,3,259.76,4.0,16.0,-12.0
20024,fedex,automobile parts,scooter,two day,west,clear,218.8,30.6,no,delivered,5,1185.8,10.0,16.0,-6.0
20025,delhivery,electronics,ev van,two day,north,rainy,199.2,42.51,no,delivered,3,1123.53,10.0,16.0,-6.0
20026,delhivery,groceries,bike,standard,east,clear,46.2,12.13,no,delivered,5,267.39,1.0,24.0,-23.0
20027,delhivery,cosmetics,van,standard,east,hot,60.2,6.68,no,delivered,3,321.04,1.0,24.0,-23.0
20028,blue dart,fragile items,truck,express,south,stormy,97.5,43.45,yes,delayed,2,667.85,9.0,3.0,6.0
20029,dhl,cosmetics,van,express,west,hot,220.6,47.63,yes,failed,1,1295.89,9.0,6.0,3.0
20030,ecom express,furniture,ev bike,express,west,stormy,99.1,2.8,yes,delayed,3,553.9,6.0,3.0,3.0
20031,ecom express,automobile parts,ev van,same day,east,rainy,227.2,48.12,no,delivered,4,1380.36,7.0,8.0,-1.0
20032,delhivery,documents,truck,same day,south,rainy,201.3,37.15,yes,failed,2,1217.95,10.0,8.0,2.0
20033,ecom express,clothing,truck,same day,south,clear,219.5,46.17,no,delivered,4,1336.01,7.0,8.0,-1.0
20034,shadowfax,pharmacy,truck,express,west,rainy,23.2,1.44,yes,delayed,2,170.32,6.0,2.0,4.0
20035,fedex,documents,ev van,standard,central,stormy,133.4,47.12,no,delivered,5,808.36,9.0,24.0,-15.0
20036,amazon logistics,furniture,ev bike,express,west,cold,52.1,9.22,no,delivered,5,338.16,1.0,3.0,-2.0
20037,fedex,furniture,bike,standard,north,foggy,24.4,4.14,no,delivered,4,134.42,3.0,24.0,-21.0
20038,ekart,documents,ev bike,two day,west,stormy,88.9,43.08,no,delivered,4,573.74,6.0,16.0,-10.0
20039,fedex,automobile parts,bike,two day,east,rainy,192.8,39.83,no,delivered,3,1083.49,11.0,16.0,-5.0
20040,xpressbees,groceries,ev van,two day,west,cold,217.7,22.48,no,delivered,4,1155.94,4.0,16.0,-12.0
20041,xpressbees,cosmetics,scooter,two day,south,clear,271.9,42.42,no,delivered,4,1486.76,6.0,16.0,-10.0
20042,blue dart,clothing,ev bike,standard,east,rainy,216.2,44.21,no,delivered,3,1213.63,11.0,24.0,-13.0
20043,ecom express,automobile parts,ev bike,express,east,cold,26.3,0.67,yes,delayed,2,183.48,2.0,2.0,0.0
20044,ekart,automobile parts,van,same day,west,foggy,212.4,3.26,yes,failed,1,1171.78,9.0,8.0,1.0
20045,amazon logistics,electronics,ev van,standard,central,hot,26.3,29.36,no,delivered,4,219.58,0.0,24.0,-24.0
20046,ekart,pharmacy,truck,two day,central,rainy,249.1,2.3,no,delivered,4,1252.4,10.0,16.0,-6.0
20047,delhivery,pharmacy,van,two day,north,hot,12.2,32.05,no,delivered,4,157.15,1.0,16.0,-15.0
20048,ecom express,clothing,van,two day,north,clear,165.5,17.34,no,delivered,3,879.52,5.0,16.0,-11.0
20049,shadowfax,cosmetics,scooter,express,central,foggy,246.1,25.26,yes,delayed,2,1356.28,14.0,6.0,8.0
20050,blue dart,cosmetics,bike,express,west,foggy,109.7,45.87,yes,delayed,2,736.11,6.0,4.0,2.0
20051,delhivery,fragile items,ev van,same day,south,cold,125.5,37.23,no,delivered,5,839.19,7.0,8.0,-1.0
20052,blue dart,pharmacy,ev bike,two day,north,clear,197.8,18.12,no,delivered,4,1043.36,7.0,16.0,-9.0
20053,blue dart,cosmetics,ev bike,express,north,cold,97.3,45.1,no,delivered,3,671.8,2.0,3.0,-1.0
20054,ecom express,cosmetics,ev van,express,east,cold,284.0,24.22,yes,delayed,2,1542.66,9.0,7.0,2.0
20055,blue dart,cosmetics,truck,express,south,rainy,60.2,19.16,yes,failed,2,408.48,6.0,3.0,3.0
20056,blue dart,pharmacy,ev van,same day,north,foggy,12.2,47.02,no,delivered,5,302.06,4.0,8.0,-4.0
20057,amazon logistics,cosmetics,ev van,standard,central,hot,282.1,1.24,no,delivered,5,1414.22,8.0,24.0,-16.0
20058,amazon logistics,electronics,scooter,same day,west,clear,139.0,27.58,no,delivered,3,877.74,4.0,8.0,-4.0
20059,blue dart,pharmacy,van,standard,east,rainy,243.0,46.83,no,delivered,4,1355.49,6.0,24.0,-18.0
20060,shadowfax,clothing,bike,same day,north,foggy,201.9,46.76,no,delivered,5,1249.78,5.0,8.0,-3.0
20061,fedex,groceries,ev bike,same day,north,hot,235.0,7.96,no,delivered,3,1298.88,7.0,8.0,-1.0
20062,shadowfax,cosmetics,bike,two day,west,cold,106.6,40.99,no,delivered,3,655.97,5.0,16.0,-11.0
20063,ekart,clothing,ev bike,express,south,stormy,284.0,18.81,yes,delayed,2,1526.43,18.0,7.0,11.0
20064,xpressbees,cosmetics,ev bike,standard,east,cold,80.3,38.56,no,delivered,4,517.18,3.0,24.0,-21.0
20065,amazon logistics,documents,van,standard,central,cold,187.5,0.67,no,delivered,5,938.82,4.0,24.0,-20.0
20066,xpressbees,cosmetics,truck,standard,south,clear,159.2,1.44,no,delivered,3,800.32,4.0,24.0,-20.0
20067,ecom express,cosmetics,ev van,standard,central,stormy,20.3,10.58,no,delivered,5,133.24,6.0,24.0,-18.0
20068,delhivery,electronics,ev bike,same day,central,cold,244.4,28.89,no,delivered,3,1408.67,4.0,8.0,-4.0
20069,shadowfax,documents,van,same day,east,rainy,28.3,47.05,no,delivered,4,382.65,3.0,8.0,-5.0
20070,ecom express,fragile items,ev van,express,south,rainy,231.2,40.72,yes,delayed,2,1328.16,10.0,6.0,4.0
20071,fedex,groceries,bike,express,central,rainy,135.3,9.02,yes,delayed,3,753.56,8.0,4.0,4.0
20072,ecom express,groceries,scooter,same day,south,hot,206.8,9.44,no,delivered,5,1162.32,6.0,8.0,-2.0
20073,dhl,electronics,scooter,standard,central,foggy,117.0,44.4,no,delivered,4,718.2,7.0,24.0,-17.0
20074,ecom express,cosmetics,van,two day,east,hot,199.8,37.14,no,delivered,5,1110.42,7.0,16.0,-9.0
20075,ecom express,electronics,ev bike,standard,central,foggy,191.9,29.0,no,delivered,4,1046.5,8.0,24.0,-16.0
20076,shadowfax,documents,ev bike,same day,south,cold,120.4,2.62,no,delivered,5,709.86,4.0,8.0,-4.0
20077,xpressbees,furniture,bike,same day,west,rainy,256.2,7.54,yes,failed,1,1403.62,15.0,8.0,7.0
20078,fedex,cosmetics,scooter,two day,west,foggy,283.6,28.61,no,delivered,5,1503.83,9.0,16.0,-7.0
20079,ekart,furniture,ev bike,same day,south,cold,284.2,42.29,yes,delayed,3,1632.7206,8.0,8.0,0.0
20080,fedex,automobile parts,truck,standard,north,hot,242.4,32.46,no,delivered,4,1309.38,7.0,24.0,-17.0
20081,ecom express,furniture,scooter,standard,south,foggy,53.6,24.83,no,delivered,3,342.49,4.0,24.0,-20.0
20082,delhivery,documents,van,standard,west,hot,289.5,45.93,no,delivered,5,1585.29,5.0,24.0,-19.0
20083,blue dart,clothing,truck,standard,west,foggy,173.3,2.69,no,delivered,4,874.57,11.0,24.0,-13.0
20084,fedex,fragile items,truck,two day,east,rainy,65.3,7.28,no,delivered,5,348.34,6.0,16.0,-10.0
20085,dhl,furniture,ev bike,standard,central,rainy,178.7,11.79,no,delivered,4,928.87,9.0,24.0,-15.0
20086,shadowfax,pharmacy,ev van,express,west,hot,181.8,0.67,yes,delayed,3,960.98,7.0,5.0,2.0
20087,dhl,groceries,ev bike,express,north,hot,129.8,22.35,no,delivered,5,766.05,3.0,4.0,-1.0
20088,shadowfax,documents,bike,same day,south,cold,34.0,19.67,no,delivered,5,329.01,1.0,8.0,-7.0
20089,delhivery,pharmacy,van,standard,east,foggy,199.9,7.11,no,delivered,5,1020.83,6.0,24.0,-18.0
20090,ekart,documents,van,standard,north,stormy,51.5,3.06,no,delivered,3,266.68,5.0,24.0,-19.0
20091,xpressbees,automobile parts,truck,two day,south,clear,79.1,4.23,no,delivered,4,408.19,4.0,16.0,-12.0
20092,fedex,cosmetics,ev van,same day,west,hot,237.1,22.78,no,delivered,4,1353.84,7.0,8.0,-1.0
20093,xpressbees,fragile items,van,same day,central,rainy,200.1,36.06,yes,delayed,3,1208.68,10.0,8.0,2.0
20094,shadowfax,documents,van,standard,north,stormy,46.0,7.3,no,delivered,3,251.9,5.0,24.0,-19.0
20095,ekart,electronics,ev van,same day,east,cold,170.2,37.1,no,delivered,4,1062.3,5.0,8.0,-3.0
20096,dhl,electronics,ev bike,two day,east,hot,79.6,8.6,no,delivered,4,423.8,3.0,16.0,-13.0
20097,ecom express,fragile items,van,two day,central,hot,216.8,28.87,no,delivered,5,1170.61,7.0,16.0,-9.0
20098,ecom express,fragile items,ev van,standard,central,stormy,105.6,16.12,no,delivered,3,576.36,8.0,24.0,-16.0
20099,delhivery,cosmetics,scooter,same day,central,cold,60.5,5.93,no,delivered,4,420.29,2.0,8.0,-6.0
20100,xpressbees,pharmacy,scooter,standard,central,hot,102.5,37.37,no,delivered,5,624.61,5.0,24.0,-19.0
20101,fedex,clothing,bike,express,west,stormy,263.7,24.9,yes,delayed,3,1443.2,13.0,7.0,6.0
20102,delhivery,cosmetics,bike,express,south,clear,15.3,24.2,no,delivered,5,199.1,1.0,2.0,-1.0
20103,shadowfax,furniture,ev van,standard,south,stormy,219.7,23.64,no,delivered,5,1169.42,10.0,24.0,-14.0
20104,delhivery,pharmacy,bike,standard,central,clear,280.1,12.15,no,delivered,4,1436.95,6.0,24.0,-18.0
20105,ekart,electronics,ev bike,two day,west,foggy,77.8,18.91,no,delivered,5,445.73,5.0,16.0,-11.0
20106,xpressbees,furniture,bike,two day,west,foggy,49.6,29.53,no,delivered,4,336.59,3.0,16.0,-13.0
20107,amazon logistics,cosmetics,scooter,same day,south,foggy,281.5,0.78,yes,delayed,3,1509.84,10.0,8.0,2.0
20108,dhl,cosmetics,van,express,central,hot,122.7,49.52,no,delivered,5,812.39,2.0,4.0,-2.0
20109,amazon logistics,clothing,scooter,two day,north,hot,62.7,4.57,no,delivered,5,327.21,3.0,16.0,-13.0
20110,amazon logistics,electronics,bike,express,central,clear,95.3,46.96,yes,delayed,3,667.38,4.0,3.0,1.0
20111,fedex,fragile items,ev van,express,south,foggy,155.7,49.02,no,delivered,5,975.56,4.0,5.0,-1.0
20112,blue dart,documents,van,standard,north,clear,125.8,48.6,no,delivered,5,774.8,3.0,24.0,-21.0
20113,shadowfax,furniture,van,standard,central,hot,159.5,45.42,no,delivered,5,933.76,6.0,24.0,-18.0
20114,delhivery,pharmacy,ev bike,express,central,rainy,116.9,31.46,yes,failed,1,728.88,9.0,4.0,5.0
20115,ecom express,furniture,ev van,express,central,foggy,159.6,14.43,yes,failed,1,891.29,8.0,5.0,3.0
20116,dhl,automobile parts,scooter,standard,north,cold,271.0,18.6,no,delivered,5,1410.8,9.0,24.0,-15.0
20117,xpressbees,fragile items,van,same day,east,hot,246.0,42.53,no,delivered,5,1457.59,5.0,8.0,-3.0
20118,xpressbees,groceries,van,same day,south,cold,179.1,10.28,no,delivered,3,1026.34,5.0,8.0,-3.0
20119,fedex,clothing,scooter,standard,south,foggy,127.0,5.37,no,delivered,4,651.11,6.0,24.0,-18.0
20120,ecom express,automobile parts,bike,two day,south,rainy,254.6,6.94,no,delivered,5,1293.82,10.0,16.0,-6.0
20121,amazon logistics,cosmetics,ev van,express,north,foggy,106.9,45.91,yes,delayed,2,722.23,6.0,4.0,2.0
20122,amazon logistics,cosmetics,ev bike,express,east,hot,264.2,23.54,yes,failed,1,1441.62,9.0,7.0,2.0
20123,delhivery,furniture,ev bike,standard,north,cold,57.3,46.66,no,delivered,3,426.48,3.0,24.0,-21.0
20124,fedex,furniture,scooter,two day,south,hot,81.7,29.7,no,delivered,5,497.6,1.0,16.0,-15.0
20125,ecom express,clothing,truck,two day,west,cold,180.5,21.57,no,delivered,5,967.21,4.0,16.0,-12.0
20126,amazon logistics,groceries,bike,two day,north,clear,209.9,13.59,no,delivered,3,1090.27,6.0,16.0,-10.0
20127,fedex,furniture,bike,standard,west,cold,276.1,17.1,no,delivered,5,1431.8,8.0,24.0,-16.0
20128,delhivery,clothing,ev van,two day,central,foggy,127.9,16.67,no,delivered,4,689.51,4.0,16.0,-12.0
20129,ekart,pharmacy,scooter,standard,central,clear,124.0,14.17,no,delivered,4,662.51,4.0,24.0,-20.0
20130,shadowfax,pharmacy,ev bike,same day,west,clear,21.2,7.83,no,delivered,3,229.49,2.0,8.0,-6.0
20131,shadowfax,fragile items,scooter,same day,central,foggy,203.9,8.27,no,delivered,4,1144.31,6.0,8.0,-2.0
20132,ecom express,electronics,truck,two day,east,foggy,235.7,27.22,no,delivered,4,1260.16,5.0,16.0,-11.0
20133,delhivery,documents,truck,same day,central,clear,4.0,34.96,no,delivered,3,224.88,2.0,8.0,-6.0
20134,dhl,groceries,ev bike,express,west,rainy,192.7,1.24,yes,delayed,3,1017.22,9.0,5.0,4.0
20135,ekart,fragile items,ev van,same day,central,foggy,90.4,17.96,no,delivered,3,605.88,5.0,8.0,-3.0
20136,ecom express,documents,van,same day,central,clear,225.0,14.54,yes,delayed,2,1268.62,9.0,8.0,1.0
20137,blue dart,automobile parts,ev van,standard,west,rainy,22.3,29.4,no,delivered,4,199.7,2.0,24.0,-22.0
20138,blue dart,automobile parts,scooter,same day,south,cold,148.0,34.43,no,delivered,5,943.29,6.0,8.0,-2.0
20139,ekart,electronics,ev van,same day,north,cold,261.7,36.32,yes,delayed,2,1517.46,8.0,8.0,0.0
20140,delhivery,groceries,van,standard,south,stormy,294.4,27.83,no,delivered,5,1555.49,13.0,24.0,-11.0
20141,shadowfax,documents,ev van,same day,south,foggy,216.4,15.94,yes,delayed,2,1229.82,10.0,8.0,2.0
20142,fedex,furniture,ev bike,express,central,clear,26.3,46.99,yes,delayed,2,322.47,3.0,2.0,1.0
20143,shadowfax,automobile parts,truck,same day,north,cold,163.2,14.85,no,delivered,5,960.55,4.0,8.0,-4.0
20144,ecom express,groceries,ev van,express,east,rainy,158.8,21.87,yes,delayed,2,909.61,6.0,5.0,1.0
20145,dhl,pharmacy,ev bike,same day,central,rainy,147.1,32.79,yes,delayed,2,933.87,8.0,8.0,0.0
20146,ekart,clothing,truck,standard,south,clear,141.5,32.05,no,delivered,4,803.65,3.0,24.0,-21.0
20147,dhl,pharmacy,scooter,standard,east,cold,7.3,26.38,no,delivered,5,115.64,0.0,24.0,-24.0
20148,amazon logistics,groceries,van,express,north,rainy,206.3,12.45,yes,delayed,2,1118.85,10.0,6.0,4.0
20149,fedex,automobile parts,bike,same day,east,foggy,180.5,47.24,no,delivered,4,1144.22,6.0,8.0,-2.0
20150,blue dart,fragile items,ev bike,two day,central,clear,164.8,17.76,no,delivered,5,877.28,5.0,16.0,-11.0
20151,xpressbees,clothing,truck,standard,west,rainy,214.6,35.12,no,delivered,5,1178.36,9.0,24.0,-15.0
20152,xpressbees,pharmacy,ev bike,same day,east,rainy,166.1,20.51,no,delivered,5,992.03,5.0,8.0,-3.0
20153,ekart,groceries,truck,two day,central,cold,128.6,9.22,no,delivered,5,670.66,5.0,16.0,-11.0
20154,shadowfax,groceries,scooter,same day,central,foggy,101.0,10.22,no,delivered,5,635.66,6.0,8.0,-2.0
20155,shadowfax,furniture,ev van,standard,south,rainy,119.3,14.03,no,delivered,4,638.59,5.0,24.0,-19.0
20156,blue dart,fragile items,van,same day,west,hot,156.0,5.96,no,delivered,3,897.88,5.0,8.0,-3.0
20157,delhivery,documents,ev bike,express,west,rainy,112.9,32.28,yes,delayed,3,711.34,6.0,4.0,2.0
20158,xpressbees,electronics,bike,standard,east,hot,132.7,44.62,no,delivered,5,797.36,7.0,24.0,-17.0
20159,shadowfax,clothing,truck,express,north,cold,191.9,31.17,no,delivered,4,1103.01,5.0,5.0,0.0
20160,xpressbees,fragile items,van,standard,central,clear,166.7,38.81,no,delivered,3,949.93,5.0,24.0,-19.0
20161,dhl,documents,ev van,standard,north,foggy,131.4,21.39,no,delivered,5,721.17,8.0,24.0,-16.0
20162,fedex,electronics,ev bike,standard,south,rainy,261.5,14.29,no,delivered,5,1350.37,7.0,24.0,-17.0
20163,ecom express,groceries,ev van,standard,south,cold,103.5,10.15,no,delivered,5,547.95,3.0,24.0,-21.0
20164,ekart,fragile items,scooter,two day,west,clear,81.2,31.44,no,delivered,5,500.32,2.0,16.0,-14.0
20165,shadowfax,fragile items,truck,standard,north,foggy,102.7,1.1,no,delivered,3,516.8,4.0,24.0,-20.0
20166,blue dart,automobile parts,truck,two day,east,foggy,187.8,6.26,no,delivered,5,957.78,6.0,16.0,-10.0
20167,delhivery,cosmetics,scooter,standard,central,foggy,3.6,39.21,no,delivered,5,135.13,1.0,24.0,-23.0
20168,ecom express,fragile items,scooter,same day,central,rainy,109.9,40.03,no,delivered,5,769.59,7.0,8.0,-1.0
20169,blue dart,cosmetics,ev bike,express,south,clear,14.2,34.71,no,delivered,5,225.13,0.0,2.0,-2.0
20170,shadowfax,electronics,bike,express,east,rainy,236.6,12.62,yes,delayed,3,1270.86,8.0,6.0,2.0
20171,fedex,groceries,van,same day,east,hot,111.3,22.3,no,delivered,5,723.4,5.0,8.0,-3.0
20172,amazon logistics,furniture,ev bike,two day,south,cold,49.8,7.08,no,delivered,4,270.24,4.0,16.0,-12.0
20173,fedex,furniture,ev van,same day,central,cold,149.5,30.55,no,delivered,3,939.15,7.0,8.0,-1.0
20174,xpressbees,fragile items,truck,standard,west,stormy,110.1,26.96,no,delivered,4,631.38,8.0,24.0,-16.0
20175,ecom express,automobile parts,ev bike,two day,north,clear,278.1,43.55,no,delivered,5,1521.15,9.0,16.0,-7.0
20176,amazon logistics,furniture,ev bike,standard,central,cold,201.1,38.32,no,delivered,5,1120.46,9.0,24.0,-15.0
20177,xpressbees,electronics,scooter,express,south,cold,143.7,13.46,no,delivered,5,808.88,4.0,4.0,0.0
20178,blue dart,groceries,ev bike,same day,central,stormy,290.6,3.79,yes,failed,1,1564.37,10.0,8.0,2.0
20179,blue dart,clothing,ev bike,same day,west,stormy,219.5,23.98,yes,delayed,3,1269.44,13.0,8.0,5.0
20180,fedex,furniture,ev bike,same day,east,hot,59.2,34.85,no,delivered,5,500.55,2.0,8.0,-6.0
20181,shadowfax,documents,truck,same day,west,foggy,139.9,19.18,no,delivered,3,857.04,6.0,8.0,-2.0
20182,xpressbees,electronics,bike,two day,east,foggy,150.7,49.52,no,delivered,4,902.69,6.0,16.0,-10.0
20183,amazon logistics,clothing,bike,standard,west,hot,274.6,29.77,no,delivered,3,1462.31,9.0,24.0,-15.0
20184,delhivery,furniture,truck,two day,north,rainy,167.4,47.0,no,delivered,3,978.0,6.0,16.0,-10.0
20185,blue dart,clothing,scooter,standard,west,hot,206.2,44.71,no,delivered,5,1165.13,5.0,24.0,-19.0
20186,blue dart,electronics,van,two day,north,stormy,49.9,26.38,no,delivered,5,328.64,4.0,16.0,-12.0
20187,fedex,documents,van,express,west,rainy,122.2,45.23,yes,delayed,2,796.69,10.0,4.0,6.0
20188,shadowfax,pharmacy,ev bike,same day,central,cold,55.2,24.69,no,delivered,4,450.07,4.0,8.0,-4.0
20189,blue dart,pharmacy,van,express,west,clear,135.4,39.96,no,delivered,4,846.88,2.0,4.0,-2.0
20190,amazon logistics,groceries,truck,two day,west,cold,261.2,26.68,no,delivered,4,1386.04,9.0,16.0,-7.0
20191,ekart,pharmacy,van,same day,central,stormy,256.5,41.38,yes,failed,1,1506.64,12.0,8.0,4.0
20192,shadowfax,clothing,bike,same day,east,rainy,46.2,35.21,no,delivered,5,436.63,7.0,8.0,-1.0
20193,xpressbees,cosmetics,ev bike,standard,west,stormy,124.9,17.75,no,delivered,5,677.75,6.0,24.0,-18.0
20194,delhivery,electronics,truck,same day,east,cold,285.9,15.64,yes,delayed,2,1576.42,9.0,8.0,1.0
20195,amazon logistics,clothing,scooter,two day,east,rainy,39.1,38.72,no,delivered,4,311.66,6.0,16.0,-10.0
20196,ecom express,automobile parts,ev bike,same day,north,stormy,48.3,48.17,no,delivered,4,486.01,3.0,8.0,-5.0
20197,ecom express,furniture,bike,standard,north,hot,28.5,19.61,no,delivered,5,201.33,3.0,24.0,-21.0
20198,blue dart,pharmacy,scooter,two day,east,foggy,157.0,42.8,no,delivered,5,913.4,6.0,16.0,-10.0
20199,dhl,groceries,scooter,standard,south,rainy,297.1,28.89,no,delivered,3,1582.17,12.0,24.0,-12.0
20200,ekart,pharmacy,truck,standard,central,rainy,266.5,44.88,no,delivered,5,1467.14,9.0,24.0,-15.0
20201,fedex,cosmetics,ev van,same day,central,foggy,68.2,47.09,no,delivered,3,582.27,5.0,8.0,-3.0
20202,ecom express,fragile items,ev van,same day,east,stormy,242.3,40.47,yes,delayed,3,1432.91,11.0,8.0,3.0
20203,xpressbees,documents,bike,express,west,stormy,9.2,6.38,yes,delayed,2,115.14,6.0,2.0,4.0
20204,xpressbees,pharmacy,bike,express,east,stormy,180.7,25.47,yes,delayed,2,1029.91,11.0,5.0,6.0
20205,dhl,fragile items,ev bike,standard,south,foggy,262.0,46.55,no,delivered,4,1449.65,8.0,24.0,-16.0
20206,ecom express,groceries,truck,same day,south,hot,106.9,28.9,no,delivered,4,721.2,5.0,8.0,-3.0
20207,ecom express,groceries,van,standard,south,foggy,116.9,5.2,no,delivered,5,600.1,4.0,24.0,-20.0
20208,amazon logistics,pharmacy,ev van,same day,north,cold,196.2,30.73,no,delivered,5,1173.19,7.0,8.0,-1.0
20209,amazon logistics,pharmacy,scooter,two day,north,rainy,262.3,46.5,no,delivered,5,1451.0,9.0,16.0,-7.0
20210,shadowfax,documents,bike,express,south,hot,163.2,23.74,no,delivered,4,937.22,3.0,5.0,-2.0
20211,delhivery,automobile parts,van,same day,central,stormy,281.9,42.83,yes,delayed,2,1632.7206,10.0,8.0,2.0
20212,ekart,pharmacy,scooter,same day,north,rainy,176.3,1.14,yes,delayed,3,984.92,8.0,8.0,0.0
20213,xpressbees,pharmacy,scooter,same day,east,clear,103.9,31.47,no,delivered,5,713.91,4.0,8.0,-4.0
20214,ekart,clothing,truck,same day,east,clear,253.3,49.04,no,delivered,5,1513.62,6.0,8.0,-2.0
20215,blue dart,cosmetics,scooter,express,west,foggy,244.9,6.87,yes,delayed,2,1295.11,8.0,6.0,2.0
20216,ecom express,automobile parts,truck,standard,central,stormy,194.0,26.37,no,delivered,4,1049.11,10.0,24.0,-14.0
